Time,IRIP_X,IRIP_Y,IP_X,IP_Y,IP_Z,IRCP_X,IRCP_Y,CP_X,CP_Y,CP_Z,OE_A,OE_B,OE_G,TLV_X,TLV_Y,TLV_Z,TAV_X,TAV_Y,TAV_Z
21.03,284.3757231574807,175.1224612102177,1.08677283265032,3.1726135980421954,1.0,403.2265518944257,150.06931077069004,5.720333407190087,4.149344609329824,0.27769352880147097,0.00670414146083739,-0.023178775845011546,-1.8098171243172754,0.0018105279803778554,0.011851543793274527,-0.015185499298284074,-0.004147306157001289,-0.003025217020567728,0.0015020314808165385
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.2282438491943,150.06262299162074,5.720399370338959,4.149605341457281,0.2776901916951907,0.0066936363503975185,-0.02318926382487831,-1.8098165195653055,0.0030178527812061715,0.015702284317372753,-0.015915912469322745,-0.005408925602900232,-0.0004795410608632645,0.0015702088847462591
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.2302402988226,150.05466082620475,5.720477204632458,4.149915757262973,0.2776889342180731,0.006682083874803465,-0.023201964130657695,-1.8098159648830332,0.003777581426482632,0.01706941308855144,-0.016246503692978725,-0.0074832898273009,0.002779729689266954,0.0015138163992544694
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.2323354052236,150.0460824171054,5.720558885193903,4.1502501981635325,0.27769065874467813,0.006673234897103757,-0.023213717717796383,-1.809815383174392,0.00505887261388149,0.017233793968531873,-0.016254806996457836,-0.014463881518289586,0.012254956553023163,0.0009891456404031707
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.2345728778752,150.0369920675282,5.7206461160965,4.150604597757186,0.27768688729163554,0.006697202624236442,-0.023184162807519785,-1.809812931128287,0.0023802214534444028,0.01917411826325842,-0.016065089766016363,0.0022001999742234163,-0.011075403879417892,0.0017293363773883503
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.2369279575077,150.0282174796472,5.720737932066576,4.150946686953326,0.2776854686999141,0.0066382102152593315,-0.023250302280379425,-1.809812618367779,0.004059915736697221,0.018489124933637045,-0.016449940747134458,-0.00792076453176495,0.003647255434293289,0.0013940830452986318
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.2387973496832,150.0190739650364,5.720810812853145,4.151303159257839,0.27769351173032664,0.006720263017222041,-0.023162537006114262,-1.8098111933848178,0.0043982952705948096,0.016711152979913445,-0.015255487825336523,-0.02036418212711239,0.01906474360903522,0.000739596362810403
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.24128817605,150.01017347443144,5.720907921093566,4.151650156942244,0.27768553875255986,0.006666439175690559,-0.023218585345596576,-1.8098101295287006,0.002877973565353334,0.01899063864668536,-0.016231529926140922,-0.0010513701665129617,-0.006250596408147331,0.0015992087473976496
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.24349311533405,150.00131791481874,5.720993883638755,4.1519954029310435,0.2776869069119733,0.006651277102308985,-0.02323606490022898,-1.8098101385217458,0.004388407735186713,0.018154512420742834,-0.01651077420082535,-0.009256464795772358,0.005762260217644247,0.0014271671052657
0.0,400.70680614300824,148.79982812173205,5.622097705380437,4.198837110263858,1.0,403.24540036141616,149.99221252991828,5.721068240211156,4.152350388697143,0.27769269591487394,0.006732048556617177,-0.023148071602001205,-1.8098084833513748,0.0036153756940502835,0.01664955359835481,-0.014840250332143992,-0.02174746581805964,0.022160161668316202,0.0006300018107028184
