Time,IRIP_X,IRIP_Y,IP_X,IP_Y,IP_Z,IRCP_X,IRCP_Y,CP_X,CP_Y,CP_Z,OE_A,OE_B,OE_G,TLV_X,TLV_Y,TLV_Z,TAV_X,TAV_Y,TAV_Z
21.03,326.45737878045696,28.670715636939413,2.727383188321909,8.882233308501387,1.0,223.0421932969794,102.88490588472185,-1.3043979221450521,5.988892558100512,0.18988123770228849,0.014383286272918613,0.008350253367932662,-1.2425233300674463,-0.00912140924916027,-0.044417808626231715,0.005165864067810149,0.424609528319171,-0.1750001237562512,-0.07554870366382538
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,223.0365270581793,102.90792297389696,-1.3046188281411566,5.987995205696025,0.19023559151503217,0.020817111829646375,0.01551194120957953,-1.2437983074013879,-0.011456761341928245,-0.045176244180237426,0.0064340539652937775,0.4615433929611579,-0.192928958364829,-0.08095287300892236
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,223.02974669547294,102.93169653925742,-1.3048831697671375,5.987068361042596,0.19061755365248284,0.027827404013820455,0.02331534774654055,-1.2451225038366134,-0.013580540299702636,-0.04718831403757342,0.007783475776982185,0.5018434942210716,-0.21192147801850833,-0.08695833756364973
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,223.02191368508315,102.95675719665549,-1.3051885502891567,5.986091337362359,0.19102876619443282,0.03546752313020403,0.03181657821947711,-1.2464939191977051,-0.015698844088698708,-0.05009278065587765,0.00923899010450616,0.5457715821666708,-0.23233143085453156,-0.09338238955671628
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,223.01300932571561,102.98349773529421,-1.3055356988025093,5.985048821236093,0.19147084306558865,0.04379653283373165,0.04107741315687913,-1.2479055534069519,-0.017921725464893425,-0.05368273067617926,0.010816067726217342,0.5936935902973227,-0.254473988927152,-0.10024829803566444
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,223.0029721060444,103.01223197987831,-1.3059270134095744,5.983928577782522,0.19194539786653844,0.052880593903140094,0.05116633517902414,-1.2493479686429962,-0.020307539838141195,-0.05783910113293381,0.012526861973891142,0.6460475296962404,-0.27864729996105836,-0.10768979613133298
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.99171779011084,103.04322775365627,-1.3063657781633202,5.9827201655494635,0.1924540346694127,0.06279416485194886,0.062159272796006554,-1.2508102924505302,-0.022887429898473505,-0.062491500523878495,0.014384389529235722,0.7033304687006259,-0.3051461063846401,-0.11590150920484303
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.97914978796908,103.0767243984512,-1.3068557587536422,5.981414253471688,0.19299831463195688,0.07362119504154739,0.07414019777043995,-1.2522803138970477,-0.02567913188085517,-0.06759479539065606,0.01640578527259577,0.7660948126499297,-0.3342691234756386,-0.12511228876892985
0.0,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.9651636874116,103.11294081109372,-1.3074010258319058,5.980002307559699,0.19357970624493354,0.08545639113795489,0.08720159968796222,-1.2537439304428513,-0.028695267703647,-0.07311467943265973,0.018617099673414357,0.8349501625241401,-0.36631787491242923,-0.13556359997863343
0.01,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.94964730209858,103.1520774826755,-1.3080059531345585,5.978476511396667,0.1941995291653485,0.09840652202340425,0.10144475679749088,-1.2551838788748606,-0.03195027133665032,-0.07901969783424097,0.021059747560837644,0.9105621681279636,-0.40158574778850825,-0.14747740389999742
0.02,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.93247498358417,103.19431529213871,-1.3086754392364837,5.97682981317198,0.19485889679355523,0.11259153642462558,0.11697950893327953,-1.2565772996099054,-0.03546960968662078,-0.0852796314754816,0.02380250115973525,0.9936428579611727,-0.44032301608216085,-0.1609866304779475
0.04,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.9134908592796,103.23981448152672,-1.3094155610417317,5.975055965632486,0.1955586887850359,0.12814481065776595,0.13392290653985106,-1.2578909172449186,-0.039307231599203026,-0.09187585320319772,0.026960346806604196,1.0849118096181865,-0.4826613725237905,-0.17597601405920282
0.07,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.89906070339958,103.29767909741794,-1.3099781402183386,5.972800035188384,0.19629716870123387,0.14545941333108667,0.15255376641508842,-1.259759606061168,-0.021001518999993904,-0.12844690593548624,0.03235408049100496,1.2029636417077891,-0.5579962220107397,-0.2619637075020609
0.09,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.89282527434108,103.36789231482538,-1.3102212368677957,5.970062677784585,0.19718989355923622,0.16408275451978385,0.172178455197121,-1.2623267418281272,0.016244589361298727,-0.044409218427910346,0.1208186750279938,0.11963252547422232,-0.3742973597530532,-0.12021864667895157
0.11,219.43902451532773,101.70865560601868,-1.444872338583714,6.034750268771202,1.0,222.8974549914827,103.38103979842838,-1.3100407410727986,5.96955010532443,0.19796992158156507,0.16672278056620446,0.17229959584348015,-1.262851908083676,0.004330599847844194,-0.009792606521489876,-0.03537510823380175,-0.028006763920080724,0.08516943229862685,0.009235638623837828
